Type	Predicate	Enabled
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CXXPseudoDestructorExpr::children	1
class clang::SourceLocation	clang::ShuffleVectorExpr::getBuiltinLoc	1
class clang::SourceLocation	clang::ShuffleVectorExpr::getRParenLoc	1
class clang::SourceLocation	clang::ShuffleVectorExpr::getBeginLoc	1
class clang::SourceLocation	clang::ShuffleVectorExpr::getEndLoc	1
unsigned int	clang::ShuffleVectorExpr::getNumSubExprs	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::ShuffleVectorExpr::children	1
class clang::SourceLocation	clang::ArrayInitIndexExpr::getBeginLoc	1
class clang::SourceLocation	clang::ArrayInitIndexExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::ArrayInitIndexExpr::children	1
const class clang::Expr *	clang::CallExpr::getCallee	1
enum clang::CallExpr::ADLCallKind	clang::CallExpr::getADLCallKind	1
_Bool	clang::CallExpr::usesADL	1
_Bool	clang::CallExpr::hasStoredFPFeatures	1
const class clang::Decl *	clang::CallExpr::getCalleeDecl	1
const class clang::FunctionDecl *	clang::CallExpr::getDirectCallee	1
unsigned int	clang::CallExpr::getNumArgs	1
const class clang::Expr *const *	clang::CallExpr::getArgs	1
class llvm::iterator_range<struct clang::Stmt::CastIterator<class clang::Expr, const class clang::Expr *const, const class clang::Stmt *const> >	clang::CallExpr::arguments	1
struct clang::Stmt::CastIterator<class clang::Expr, const class clang::Expr *const, const class clang::Stmt *const>	clang::CallExpr::arg_begin	0
struct clang::Stmt::CastIterator<class clang::Expr, const class clang::Expr *const, const class clang::Stmt *const>	clang::CallExpr::arg_end	0
class clang::FPOptionsOverride	clang::CallExpr::getStoredFPFeatures	1
class clang::FPOptionsOverride	clang::CallExpr::getFPFeatures	1
unsigned int	clang::CallExpr::getBuiltinCallee	1
class clang::SourceLocation	clang::CallExpr::getRParenLoc	1
class clang::SourceLocation	clang::CallExpr::getBeginLoc	1
class clang::SourceLocation	clang::CallExpr::getEndLoc	1
_Bool	clang::CallExpr::isCallToStdMove	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CallExpr::children	1
class clang::Decl *	clang::SubstNonTypeTemplateParmPackExpr::getAssociatedDecl	1
unsigned int	clang::SubstNonTypeTemplateParmPackExpr::getIndex	1
class clang::NonTypeTemplateParmDecl *	clang::SubstNonTypeTemplateParmPackExpr::getParameterPack	1
class clang::SourceLocation	clang::SubstNonTypeTemplateParmPackExpr::getParameterPackLocation	1
class clang::TemplateArgument	clang::SubstNonTypeTemplateParmPackExpr::getArgumentPack	1
class clang::SourceLocation	clang::SubstNonTypeTemplateParmPackExpr::getBeginLoc	1
class clang::SourceLocation	clang::SubstNonTypeTemplateParmPackExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::SubstNonTypeTemplateParmPackExpr::children	1
enum clang::LambdaCaptureDefault	clang::LambdaExpr::getCaptureDefault	1
class clang::SourceLocation	clang::LambdaExpr::getCaptureDefaultLoc	1
class llvm::iterator_range<const class clang::LambdaCapture *>	clang::LambdaExpr::captures	1
const class clang::LambdaCapture *	clang::LambdaExpr::capture_begin	0
const class clang::LambdaCapture *	clang::LambdaExpr::capture_end	0
unsigned int	clang::LambdaExpr::capture_size	1
class llvm::iterator_range<const class clang::LambdaCapture *>	clang::LambdaExpr::explicit_captures	1
const class clang::LambdaCapture *	clang::LambdaExpr::explicit_capture_begin	0
const class clang::LambdaCapture *	clang::LambdaExpr::explicit_capture_end	0
class llvm::iterator_range<const class clang::LambdaCapture *>	clang::LambdaExpr::implicit_captures	1
const class clang::LambdaCapture *	clang::LambdaExpr::implicit_capture_begin	0
const class clang::LambdaCapture *	clang::LambdaExpr::implicit_capture_end	0
class llvm::iterator_range<class clang::Expr *const *>	clang::LambdaExpr::capture_inits	1
class clang::Expr *const *	clang::LambdaExpr::capture_init_begin	0
class clang::Expr *const *	clang::LambdaExpr::capture_init_end	0
class clang::SourceRange	clang::LambdaExpr::getIntroducerRange	1
class clang::CXXRecordDecl *	clang::LambdaExpr::getLambdaClass	1
class clang::CXXMethodDecl *	clang::LambdaExpr::getCallOperator	1
class clang::FunctionTemplateDecl *	clang::LambdaExpr::getDependentCallOperator	1
class clang::TemplateParameterList *	clang::LambdaExpr::getTemplateParameterList	1
class llvm::ArrayRef<class clang::NamedDecl *>	clang::LambdaExpr::getExplicitTemplateParameters	1
class clang::Expr *	clang::LambdaExpr::getTrailingRequiresClause	1
_Bool	clang::LambdaExpr::isGenericLambda	1
class clang::Stmt *	clang::LambdaExpr::getBody	1
const class clang::CompoundStmt *	clang::LambdaExpr::getCompoundStmtBody	1
_Bool	clang::LambdaExpr::isMutable	1
_Bool	clang::LambdaExpr::hasExplicitParameters	1
_Bool	clang::LambdaExpr::hasExplicitResultType	1
class clang::SourceLocation	clang::LambdaExpr::getBeginLoc	1
class clang::SourceLocation	clang::LambdaExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::LambdaExpr::children	1
class clang::SourceLocation	clang::SubstNonTypeTemplateParmExpr::getNameLoc	1
class clang::SourceLocation	clang::SubstNonTypeTemplateParmExpr::getBeginLoc	1
class clang::SourceLocation	clang::SubstNonTypeTemplateParmExpr::getEndLoc	1
class clang::Expr *	clang::SubstNonTypeTemplateParmExpr::getReplacement	1
class clang::Decl *	clang::SubstNonTypeTemplateParmExpr::getAssociatedDecl	1
unsigned int	clang::SubstNonTypeTemplateParmExpr::getIndex	1
class std::optional<unsigned int>	clang::SubstNonTypeTemplateParmExpr::getPackIndex	1
class clang::NonTypeTemplateParmDecl *	clang::SubstNonTypeTemplateParmExpr::getParameter	1
_Bool	clang::SubstNonTypeTemplateParmExpr::isReferenceParameter	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::SubstNonTypeTemplateParmExpr::children	1
class clang::SourceLocation	clang::SizeOfPackExpr::getOperatorLoc	1
class clang::SourceLocation	clang::SizeOfPackExpr::getPackLoc	1
class clang::SourceLocation	clang::SizeOfPackExpr::getRParenLoc	1
class clang::NamedDecl *	clang::SizeOfPackExpr::getPack	1
unsigned int	clang::SizeOfPackExpr::getPackLength	1
_Bool	clang::SizeOfPackExpr::isPartiallySubstituted	1
class llvm::ArrayRef<class clang::TemplateArgument>	clang::SizeOfPackExpr::getPartialArguments	1
class clang::SourceLocation	clang::SizeOfPackExpr::getBeginLoc	1
class clang::SourceLocation	clang::SizeOfPackExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::SizeOfPackExpr::children	1
class clang::SourceLocation	clang::OpaqueValueExpr::getLocation	1
class clang::SourceLocation	clang::OpaqueValueExpr::getBeginLoc	1
class clang::SourceLocation	clang::OpaqueValueExpr::getEndLoc	1
class clang::SourceLocation	clang::OpaqueValueExpr::getExprLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::OpaqueValueExpr::children	1
class clang::Expr *	clang::OpaqueValueExpr::getSourceExpr	1
_Bool	clang::OpaqueValueExpr::isUnique	1
class clang::QualType	clang::CXXUnresolvedConstructExpr::getTypeAsWritten	1
class clang::TypeSourceInfo *	clang::CXXUnresolvedConstructExpr::getTypeSourceInfo	1
class clang::SourceLocation	clang::CXXUnresolvedConstructExpr::getLParenLoc	1
class clang::SourceLocation	clang::CXXUnresolvedConstructExpr::getRParenLoc	1
_Bool	clang::CXXUnresolvedConstructExpr::isListInitialization	1
unsigned int	clang::CXXUnresolvedConstructExpr::getNumArgs	1
const class clang::Expr *const *	clang::CXXUnresolvedConstructExpr::arg_begin	0
const class clang::Expr *const *	clang::CXXUnresolvedConstructExpr::arg_end	0
class llvm::iterator_range<const class clang::Expr *const *>	clang::CXXUnresolvedConstructExpr::arguments	1
class clang::SourceLocation	clang::CXXUnresolvedConstructExpr::getBeginLoc	1
class clang::SourceLocation	clang::CXXUnresolvedConstructExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CXXUnresolvedConstructExpr::children	1
_Bool	clang::UnresolvedMemberExpr::isImplicitAccess	1
const class clang::Expr *	clang::UnresolvedMemberExpr::getBase	1
class clang::QualType	clang::UnresolvedMemberExpr::getBaseType	1
_Bool	clang::UnresolvedMemberExpr::hasUnresolvedUsing	1
_Bool	clang::UnresolvedMemberExpr::isArrow	1
class clang::SourceLocation	clang::UnresolvedMemberExpr::getOperatorLoc	1
const class clang::CXXRecordDecl *	clang::UnresolvedMemberExpr::getNamingClass	1
const struct clang::DeclarationNameInfo &	clang::UnresolvedMemberExpr::getMemberNameInfo	1
class clang::DeclarationName	clang::UnresolvedMemberExpr::getMemberName	1
class clang::SourceLocation	clang::UnresolvedMemberExpr::getMemberLoc	1
class clang::SourceLocation	clang::UnresolvedMemberExpr::getExprLoc	1
class clang::SourceLocation	clang::UnresolvedMemberExpr::getBeginLoc	1
class clang::SourceLocation	clang::UnresolvedMemberExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::UnresolvedMemberExpr::children	1
class clang::SourceLocation	clang::ExpressionTraitExpr::getBeginLoc	1
class clang::SourceLocation	clang::ExpressionTraitExpr::getEndLoc	1
enum clang::ExpressionTrait	clang::ExpressionTraitExpr::getTrait	1
class clang::Expr *	clang::ExpressionTraitExpr::getQueriedExpression	1
_Bool	clang::ExpressionTraitExpr::getValue	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::ExpressionTraitExpr::children	1
_Bool	clang::CXXDeleteExpr::isGlobalDelete	1
_Bool	clang::CXXDeleteExpr::isArrayForm	1
_Bool	clang::CXXDeleteExpr::isArrayFormAsWritten	1
_Bool	clang::CXXDeleteExpr::doesUsualArrayDeleteWantSize	1
class clang::FunctionDecl *	clang::CXXDeleteExpr::getOperatorDelete	1
const class clang::Expr *	clang::CXXDeleteExpr::getArgument	1
class clang::QualType	clang::CXXDeleteExpr::getDestroyedType	1
class clang::SourceLocation	clang::CXXDeleteExpr::getBeginLoc	1
class clang::SourceLocation	clang::CXXDeleteExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CXXDeleteExpr::children	1
class clang::QualType	clang::CXXNewExpr::getAllocatedType	1
class clang::TypeSourceInfo *	clang::CXXNewExpr::getAllocatedTypeSourceInfo	1
_Bool	clang::CXXNewExpr::shouldNullCheckAllocation	1
class clang::FunctionDecl *	clang::CXXNewExpr::getOperatorNew	1
class clang::FunctionDecl *	clang::CXXNewExpr::getOperatorDelete	1
_Bool	clang::CXXNewExpr::isArray	1
class std::optional<const class clang::Expr *>	clang::CXXNewExpr::getArraySize	1
unsigned int	clang::CXXNewExpr::getNumPlacementArgs	1
_Bool	clang::CXXNewExpr::isParenTypeId	1
class clang::SourceRange	clang::CXXNewExpr::getTypeIdParens	1
_Bool	clang::CXXNewExpr::isGlobalNew	1
_Bool	clang::CXXNewExpr::hasInitializer	1
enum clang::CXXNewExpr::InitializationStyle	clang::CXXNewExpr::getInitializationStyle	1
const class clang::Expr *	clang::CXXNewExpr::getInitializer	1
const class clang::CXXConstructExpr *	clang::CXXNewExpr::getConstructExpr	1
_Bool	clang::CXXNewExpr::passAlignment	1
_Bool	clang::CXXNewExpr::doesUsualArrayDeleteWantSize	1
class llvm::iterator_range<struct clang::Stmt::CastIterator<class clang::Expr, const class clang::Expr *const, const class clang::Stmt *const> >	clang::CXXNewExpr::placement_arguments	1
struct clang::Stmt::CastIterator<class clang::Expr, const class clang::Expr *const, const class clang::Stmt *const>	clang::CXXNewExpr::placement_arg_begin	0
struct clang::Stmt::CastIterator<class clang::Expr, const class clang::Expr *const, const class clang::Stmt *const>	clang::CXXNewExpr::placement_arg_end	0
struct clang::Stmt::CastIterator<class clang::Expr, const class clang::Expr *const, const class clang::Stmt *const>	clang::CXXNewExpr::raw_arg_begin	0
struct clang::Stmt::CastIterator<class clang::Expr, const class clang::Expr *const, const class clang::Stmt *const>	clang::CXXNewExpr::raw_arg_end	0
class clang::SourceLocation	clang::CXXNewExpr::getBeginLoc	1
class clang::SourceLocation	clang::CXXNewExpr::getEndLoc	1
class clang::SourceRange	clang::CXXNewExpr::getDirectInitRange	1
class clang::SourceRange	clang::CXXNewExpr::getSourceRange	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CXXNewExpr::children	1
class clang::SourceLocation	clang::ArrayTypeTraitExpr::getBeginLoc	1
class clang::SourceLocation	clang::ArrayTypeTraitExpr::getEndLoc	1
enum clang::ArrayTypeTrait	clang::ArrayTypeTraitExpr::getTrait	1
class clang::QualType	clang::ArrayTypeTraitExpr::getQueriedType	1
class clang::TypeSourceInfo *	clang::ArrayTypeTraitExpr::getQueriedTypeSourceInfo	1
unsigned long	clang::ArrayTypeTraitExpr::getValue	1
class clang::Expr *	clang::ArrayTypeTraitExpr::getDimensionExpression	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::ArrayTypeTraitExpr::children	1
class clang::CXXConstructorDecl *	clang::CXXConstructExpr::getConstructor	1
class clang::SourceLocation	clang::CXXConstructExpr::getLocation	1
_Bool	clang::CXXConstructExpr::isElidable	1
_Bool	clang::CXXConstructExpr::hadMultipleCandidates	1
_Bool	clang::CXXConstructExpr::isListInitialization	1
_Bool	clang::CXXConstructExpr::isStdInitListInitialization	1
_Bool	clang::CXXConstructExpr::requiresZeroInitialization	1
enum clang::CXXConstructExpr::ConstructionKind	clang::CXXConstructExpr::getConstructionKind	1
class llvm::iterator_range<struct clang::Stmt::CastIterator<class clang::Expr, const class clang::Expr *const, const class clang::Stmt *const> >	clang::CXXConstructExpr::arguments	1
struct clang::Stmt::CastIterator<class clang::Expr, const class clang::Expr *const, const class clang::Stmt *const>	clang::CXXConstructExpr::arg_begin	0
struct clang::Stmt::CastIterator<class clang::Expr, const class clang::Expr *const, const class clang::Stmt *const>	clang::CXXConstructExpr::arg_end	0
const class clang::Expr *const *	clang::CXXConstructExpr::getArgs	1
unsigned int	clang::CXXConstructExpr::getNumArgs	1
_Bool	clang::CXXConstructExpr::isImmediateEscalating	1
class clang::SourceLocation	clang::CXXConstructExpr::getBeginLoc	1
class clang::SourceLocation	clang::CXXConstructExpr::getEndLoc	1
class clang::SourceRange	clang::CXXConstructExpr::getParenOrBraceRange	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CXXConstructExpr::children	1
const class clang::Expr *	clang::MSPropertySubscriptExpr::getBase	1
const class clang::Expr *	clang::MSPropertySubscriptExpr::getIdx	1
class clang::SourceLocation	clang::MSPropertySubscriptExpr::getBeginLoc	1
class clang::SourceLocation	clang::MSPropertySubscriptExpr::getEndLoc	1
class clang::SourceLocation	clang::MSPropertySubscriptExpr::getRBracketLoc	1
class clang::SourceLocation	clang::MSPropertySubscriptExpr::getExprLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::MSPropertySubscriptExpr::children	1
class clang::OpaqueValueExpr *	clang::ArrayInitLoopExpr::getCommonExpr	1
class clang::Expr *	clang::ArrayInitLoopExpr::getSubExpr	1
class llvm::APInt	clang::ArrayInitLoopExpr::getArraySize	1
class clang::SourceLocation	clang::ArrayInitLoopExpr::getBeginLoc	1
class clang::SourceLocation	clang::ArrayInitLoopExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::ArrayInitLoopExpr::children	1
class clang::TypeSourceInfo *	clang::CXXTemporaryObjectExpr::getTypeSourceInfo	1
class clang::SourceLocation	clang::CXXTemporaryObjectExpr::getBeginLoc	1
class clang::SourceLocation	clang::CXXTemporaryObjectExpr::getEndLoc	1
class clang::SourceLocation	clang::FixedPointLiteral::getBeginLoc	1
class clang::SourceLocation	clang::FixedPointLiteral::getEndLoc	1
class clang::SourceLocation	clang::FixedPointLiteral::getLocation	1
unsigned int	clang::FixedPointLiteral::getScale	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::FixedPointLiteral::children	1
const class clang::CXXTemporary *	clang::CXXBindTemporaryExpr::getTemporary	1
const class clang::Expr *	clang::CXXBindTemporaryExpr::getSubExpr	1
class clang::SourceLocation	clang::CXXBindTemporaryExpr::getBeginLoc	1
class clang::SourceLocation	clang::CXXBindTemporaryExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CXXBindTemporaryExpr::children	1
_Bool	clang::CXXDefaultInitExpr::hasRewrittenInit	1
const class clang::FieldDecl *	clang::CXXDefaultInitExpr::getField	1
const class clang::Expr *	clang::CXXDefaultInitExpr::getExpr	1
const class clang::Expr *	clang::CXXDefaultInitExpr::getRewrittenExpr	1
const class clang::DeclContext *	clang::CXXDefaultInitExpr::getUsedContext	1
class clang::SourceLocation	clang::CXXDefaultInitExpr::getUsedLocation	1
class clang::SourceLocation	clang::CXXDefaultInitExpr::getBeginLoc	1
class clang::SourceLocation	clang::CXXDefaultInitExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CXXDefaultInitExpr::children	1
const class clang::Expr *	clang::CXXThrowExpr::getSubExpr	1
class clang::SourceLocation	clang::CXXThrowExpr::getThrowLoc	1
_Bool	clang::CXXThrowExpr::isThrownVariableInScope	1
class clang::SourceLocation	clang::CXXThrowExpr::getBeginLoc	1
class clang::SourceLocation	clang::CXXThrowExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CXXThrowExpr::children	1
class clang::SourceRange	clang::MSPropertyRefExpr::getSourceRange	1
_Bool	clang::MSPropertyRefExpr::isImplicitAccess	1
class clang::SourceLocation	clang::MSPropertyRefExpr::getBeginLoc	1
class clang::SourceLocation	clang::MSPropertyRefExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::MSPropertyRefExpr::children	1
class clang::Expr *	clang::MSPropertyRefExpr::getBaseExpr	1
class clang::MSPropertyDecl *	clang::MSPropertyRefExpr::getPropertyDecl	1
_Bool	clang::MSPropertyRefExpr::isArrow	1
class clang::SourceLocation	clang::MSPropertyRefExpr::getMemberLoc	1
class clang::NestedNameSpecifierLoc	clang::MSPropertyRefExpr::getQualifierLoc	1
class clang::SourceLocation	clang::CXXNullPtrLiteralExpr::getBeginLoc	1
class clang::SourceLocation	clang::CXXNullPtrLiteralExpr::getEndLoc	1
class clang::SourceLocation	clang::CXXNullPtrLiteralExpr::getLocation	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CXXNullPtrLiteralExpr::children	1
class clang::Expr *	clang::AtomicExpr::getPtr	1
class clang::Expr *	clang::AtomicExpr::getOrder	1
class clang::Expr *	clang::AtomicExpr::getScope	1
class clang::Expr *	clang::AtomicExpr::getVal1	1
